x,y,isInArea
-5.51849,-2.27763,0
4.54973,1.06072,0
-4.54973,1.06072,0
6.30507,1.88883,0
-6.30507,1.88883,0
4.41516,-1.64283,0
-4.41516,-1.64283,0
6.24078,1.01396,1
-6.24078,1.01396,1
6.39877,2.35223,0
-6.39877,2.35223,0
6.40532,-0.0973116,1
-6.40532,-0.0973116,1
5.04333,-0.359033,1
-5.04333,-0.359033,1
6.52142,0.554963,1
-6.52142,0.554963,1
4.62533,-0.708853,0
-4.62533,-0.708853,0
4.94032,-0.873881,1
-4.94032,-0.873881,1
4.72307,-1.81505,1
-4.72307,-1.81505,1
5.42437,2.33068,0
-5.42437,2.33068,0
6.08318,-0.652666,1
-6.08318,-0.652666,1
6.37056,-0.288569,1
-6.37056,-0.288569,1
5.55606,0.97847,1
-5.55606,0.97847,1
4.88647,1.74055,1
-4.88647,1.74055,1
7.02926,-1.12123,0
-7.02926,-1.12123,0
6.35221,2.22526,0
-6.35221,2.22526,0
5.95114,0.296282,1
-5.95114,0.296282,1
5.6477,-1.66232,1
-5.6477,-1.66232,1
6.80443,1.6676,0
-6.80443,1.6676,0
5.81774,0.162265,1
-5.81774,0.162265,1
6.99988,0.0300325,1
-6.99988,0.0300325,1
5.60414,0.614355,1
-5.60414,0.614355,1
6.63172,-1.27323,1
-6.63172,-1.27323,1
5.89036,1.19971,1
-5.89036,1.19971,1
4.79714,0.227643,0
-4.79714,0.227643,0
6.78575,1.62249,0
-6.78575,1.62249,0
6.22808,-0.531153,1
-6.22808,-0.531153,1
5.8607,-0.821606,1
-5.8607,-0.821606,1
6.73895,0.934216,1
-6.73895,0.934216,1
6.65817,-0.193789,1
-6.65817,-0.193789,1
5.18975,1.88229,1
-5.18975,1.88229,1
6.18825,0.866494,1
-6.18825,0.866494,1
6.45452,0.806669,1
-6.45452,0.806669,1
4.8079,1.9997,1
-4.8079,1.9997,1
4.96548,1.21309,1
-4.96548,1.21309,1
4.67427,0.408241,0
-4.67427,0.408241,0
4.7978,1.96855,1
-4.7978,1.96855,1
7.04782,1.83144,0
-7.04782,1.83144,0
4.93984,-2.37347,1
-4.93984,-2.37347,1
4.80599,-1.3247,0
-4.80599,-1.3247,0
7.01346,-2.03666,0
-7.01346,-2.03666,0
4.76478,-2.05652,1
-4.76478,-2.05652,1
4.77891,-0.326894,0
-4.77891,-0.326894,0
6.79186,0.431995,1
-6.79186,0.431995,1
6.20447,-0.674371,1
-6.20447,-0.674371,1
5.73733,-1.65093,1
-5.73733,-1.65093,1
6.53253,0.912043,1
-6.53253,0.912043,1
6.78886,-1.60089,0
-6.78886,-1.60089,0
4.42467,2.23424,0
-4.42467,2.23424,0
5.42179,-1.93571,1
-5.42179,-1.93571,1
6.47315,-0.418472,1
-6.47315,-0.418472,1
4.58461,1.61105,0
-4.58461,1.61105,0
6.97144,-0.195474,1
-6.97144,-0.195474,1
5.72241,-0.392127,1
-5.72241,-0.392127,1
4.79497,0.196929,0
-4.79497,0.196929,0
5.27311,2.0836,1
-5.27311,2.0836,1
5.05034,2.19403,1
-5.05034,2.19403,1
6.88499,2.46948,0
-6.88499,2.46948,0
5.79242,1.93489,1
-5.79242,1.93489,1
6.23707,-0.524883,1
-6.23707,-0.524883,1
6.96283,-2.45083,0
-6.96283,-2.45083,0
5.32005,-1.45691,1
-5.32005,-1.45691,1
4.59674,-0.703454,0
-4.59674,-0.703454,0
4.39178,-0.418769,0
-4.39178,-0.418769,0
4.70695,2.26035,1
-4.70695,2.26035,1
4.67486,0.674832,0
-4.67486,0.674832,0
4.35524,-0.725697,0
-4.35524,-0.725697,0
5.98872,1.26354,1
-5.98872,1.26354,1
5.92671,-1.80816,1
-5.92671,-1.80816,1
6.76461,0.0375052,1
-6.76461,0.0375052,1
7.04118,0.470028,0
-7.04118,0.470028,0
6.01032,1.47531,1
-6.01032,1.47531,1
6.99474,0.750503,0
-6.99474,0.750503,0
6.59469,1.2836,1
-6.59469,1.2836,1
5.89863,-2.23316,0
-5.89863,-2.23316,0
4.54206,-1.07256,0
-4.54206,-1.07256,0
5.65036,0.439997,1
-5.65036,0.439997,1
5.9551,1.75645,1
-5.9551,1.75645,1
5.66765,-1.09201,1
-5.66765,-1.09201,1
5.78425,1.54868,1
-5.78425,1.54868,1
6.98588,0.583975,1
-6.98588,0.583975,1
5.05018,1.22798,1
-5.05018,1.22798,1
4.38488,-1.72102,0
-4.38488,-1.72102,0
4.83547,-0.967701,0
-4.83547,-0.967701,0
6.71967,0.971941,1
-6.71967,0.971941,1
6.33187,1.86467,0
-6.33187,1.86467,0
5.36832,-0.969959,1
-5.36832,-0.969959,1
4.7258,-0.643043,0
-4.7258,-0.643043,0
4.96603,-0.852017,1
-4.96603,-0.852017,1
5.06728,-0.892431,1
-5.06728,-0.892431,1
6.40157,1.59311,1
-6.40157,1.59311,1
5.36949,-2.3986,0
-5.36949,-2.3986,0
6.71125,-0.0391527,1
-6.71125,-0.0391527,1
6.69885,-0.771606,1
-6.69885,-0.771606,1
6.36276,0.122365,1
-6.36276,0.122365,1
6.18147,-1.66667,1
-6.18147,-1.66667,1
4.53917,-2.18292,1
-4.53917,-2.18292,1
5.52383,1.59385,1
-5.52383,1.59385,1
5.79621,2.23701,0
-5.79621,2.23701,0
4.63079,0.862702,0
-4.63079,0.862702,0
6.75088,-1.77295,0
-6.75088,-1.77295,0
4.96722,-2.05088,1
-4.96722,-2.05088,1
5.29474,-1.55435,1
-5.29474,-1.55435,1
4.6269,2.18129,1
-4.6269,2.18129,1
6.73673,2.19963,0
-6.73673,2.19963,0
5.00546,1.30364,1
-5.00546,1.30364,1
4.36027,2.08918,0
-4.36027,2.08918,0
6.31657,-0.339043,1
-6.31657,-0.339043,1
6.53958,-0.915616,1
-6.53958,-0.915616,1
6.77065,1.07017,1
-6.77065,1.07017,1
5.31561,-1.48675,1
-5.31561,-1.48675,1
5.24959,-1.20355,1
-5.24959,-1.20355,1
5.68158,2.02168,1
-5.68158,2.02168,1
6.18032,-0.826314,1
-6.18032,-0.826314,1
4.61892,0.0591469,0
-4.61892,0.0591469,0
4.85351,2.4962,0
-4.85351,2.4962,0
4.87157,-2.02273,1
-4.87157,-2.02273,1
7.00819,-1.6145,0
-7.00819,-1.6145,0
6.54154,-0.632291,1
-6.54154,-0.632291,1
5.32607,-0.227049,1
-5.32607,-0.227049,1
6.78706,1.54178,0
-6.78706,1.54178,0
5.29654,0.583822,1
-5.29654,0.583822,1
5.54746,-0.990474,1
-5.54746,-0.990474,1
6.97433,1.915,0
-6.97433,1.915,0
4.69784,-0.974628,0
-4.69784,-0.974628,0
4.61861,0.720382,0
-4.61861,0.720382,0
4.3464,1.30542,0
-4.3464,1.30542,0
6.25235,2.07865,0
-6.25235,2.07865,0
5.28471,0.246518,1
-5.28471,0.246518,1
5.2011,-0.0127002,1
-5.2011,-0.0127002,1
6.00358,2.42975,0
-6.00358,2.42975,0
5.08303,-0.622172,1
-5.08303,-0.622172,1
6.1385,-1.83714,1
-6.1385,-1.83714,1
6.52393,-2.3448,0
-6.52393,-2.3448,0
5.20061,0.295901,1
-5.20061,0.295901,1
6.99658,-2.36325,0
-6.99658,-2.36325,0
5.58015,2.31086,0
-5.58015,2.31086,0
7.00881,1.58873,0
-7.00881,1.58873,0
6.71541,2.25876,0
-6.71541,2.25876,0
6.81324,2.34321,0
-6.81324,2.34321,0
6.09329,1.54485,1
-6.09329,1.54485,1
5.04789,0.226962,1
-5.04789,0.226962,1
6.09878,1.37507,1
-6.09878,1.37507,1
5.16465,-1.16325,1
-5.16465,-1.16325,1
6.22828,2.27976,0
-6.22828,2.27976,0
6.30959,-0.0217305,1
-6.30959,-0.0217305,1
6.11221,-2.12205,0
-6.11221,-2.12205,0
5.03535,2.04887,1
-5.03535,2.04887,1
5.87459,-0.11891,1
-5.87459,-0.11891,1
5.45187,-2.09097,1
-5.45187,-2.09097,1
5.69752,1.36661,1
-5.69752,1.36661,1
5.29934,-1.83207,1
-5.29934,-1.83207,1
6.40828,-0.470067,1
-6.40828,-0.470067,1
4.59068,-1.06166,0
-4.59068,-1.06166,0
4.94567,-2.44308,0
-4.94567,-2.44308,0
6.99894,1.37133,0
-6.99894,1.37133,0
5.2982,-2.31983,1
-5.2982,-2.31983,1
6.10343,0.0141917,1
-6.10343,0.0141917,1
6.23228,-1.07983,1
-6.23228,-1.07983,1
4.91322,-1.95774,1
-4.91322,-1.95774,1
4.62209,0.8073,0
-4.62209,0.8073,0
4.53545,0.984408,0
-4.53545,0.984408,0
5.7533,2.20851,0
-5.7533,2.20851,0
4.33824,1.18051,0
-4.33824,1.18051,0
6.27238,-2.12482,0
-6.27238,-2.12482,0
6.9708,0.346554,1
-6.9708,0.346554,1
4.6727,0.772168,0
-4.6727,0.772168,0
6.11874,0.548597,1
-6.11874,0.548597,1
5.81378,2.33254,0
-5.81378,2.33254,0
5.27357,0.236297,1
-5.27357,0.236297,1
5.96388,-0.615198,1
-5.96388,-0.615198,1
4.76454,-0.074857,0
-4.76454,-0.074857,0
5.23491,-0.641628,1
-5.23491,-0.641628,1
5.00511,-2.23427,1
-5.00511,-2.23427,1
6.14839,1.13769,1
-6.14839,1.13769,1
5.86449,-2.22801,0
-5.86449,-2.22801,0
6.90062,0.915098,0
-6.90062,0.915098,0
6.78089,0.29842,1
-6.78089,0.29842,1
6.92211,-1.09484,0
-6.92211,-1.09484,0
6.33749,-0.434172,1
-6.33749,-0.434172,1
6.93533,-1.32387,0
-6.93533,-1.32387,0
4.88831,0.530956,0
-4.88831,0.530956,0
6.65499,2.33155,0
-6.65499,2.33155,0
4.89479,-1.08985,1
-4.89479,-1.08985,1
6.04016,1.72261,1
-6.04016,1.72261,1
6.62756,1.17043,1
-6.62756,1.17043,1
5.6302,-0.944621,1
-5.6302,-0.944621,1
6.30556,1.98605,0
-6.30556,1.98605,0
6.69266,2.36797,0
-6.69266,2.36797,0
4.54434,-0.86821,0
-4.54434,-0.86821,0
5.17426,-1.61513,1
-5.17426,-1.61513,1
6.6758,1.54576,0
-6.6758,1.54576,0
6.19778,1.03461,1
-6.19778,1.03461,1
4.55163,1.73771,0
-4.55163,1.73771,0
5.10902,1.20997,1
-5.10902,1.20997,1
6.49759,2.4239,0
-6.49759,2.4239,0
5.85213,-0.799246,1
-5.85213,-0.799246,1
5.06039,2.49544,0
-5.06039,2.49544,0
4.76839,1.64457,1
-4.76839,1.64457,1
5.48412,-1.76231,1
-5.48412,-1.76231,1
5.85156,1.86329,1
-5.85156,1.86329,1
4.74406,-0.996425,0
-4.74406,-0.996425,0
5.84127,-1.60427,1
-5.84127,-1.60427,1
4.82388,0.520456,0
-4.82388,0.520456,0
6.6306,-0.421504,1
-6.6306,-0.421504,1
6.35933,1.16871,1
-6.35933,1.16871,1
6.09189,1.68471,1
-6.09189,1.68471,1
5.18843,1.15319,1
-5.18843,1.15319,1
4.94669,1.12497,1
-4.94669,1.12497,1
4.9759,1.42779,1
-4.9759,1.42779,1
5.90882,2.20331,0
-5.90882,2.20331,0
6.10937,0.694162,1
-6.10937,0.694162,1
5.84973,-0.654447,1
-5.84973,-0.654447,1
6.14411,-0.726615,1
-6.14411,-0.726615,1
6.45259,0.605923,1
-6.45259,0.605923,1
5.96239,-0.576878,1
-5.96239,-0.576878,1
5.37979,-0.596556,1
-5.37979,-0.596556,1
6.54103,-1.52358,0
-6.54103,-1.52358,0
6.81533,-1.89445,0
-6.81533,-1.89445,0
6.23129,-0.197216,1
-6.23129,-0.197216,1
7.01657,-0.701193,0
-7.01657,-0.701193,0
6.25658,2.13243,0
-6.25658,2.13243,0
5.38601,0.0671135,1
-5.38601,0.0671135,1
4.92497,-1.38471,1
-4.92497,-1.38471,1
5.67796,0.871889,1
-5.67796,0.871889,1
4.39411,2.10441,0
-4.39411,2.10441,0
6.50834,0.316042,1
-6.50834,0.316042,1
6.82012,2.07662,0
-6.82012,2.07662,0
5.96327,-1.77319,1
-5.96327,-1.77319,1
6.73949,-1.43815,0
-6.73949,-1.43815,0
7.03723,1.24278,0
-7.03723,1.24278,0
4.89422,-0.0575422,0
-4.89422,-0.0575422,0
5.55525,-1.92432,1
-5.55525,-1.92432,1
4.71587,-1.0895,0
-4.71587,-1.0895,0
6.0358,2.19848,0
-6.0358,2.19848,0
5.8684,-0.512015,1
-5.8684,-0.512015,1
4.70139,1.04657,0
-4.70139,1.04657,0
4.5767,1.04718,0
-4.5767,1.04718,0
6.93065,-1.3083,0
-6.93065,-1.3083,0
7.01278,-1.64269,0
-7.01278,-1.64269,0
5.2097,-2.30862,1
-5.2097,-2.30862,1
5.25971,-1.93383,1
-5.25971,-1.93383,1
6.9063,-0.320303,1
-6.9063,-0.320303,1
6.50467,-1.66328,0
-6.50467,-1.66328,0
6.65935,2.16042,0
-6.65935,2.16042,0
4.91106,1.90081,1
-4.91106,1.90081,1
4.97183,-2.00668,1
-4.97183,-2.00668,1
6.90248,1.47468,0
-6.90248,1.47468,0
5.08185,-1.84854,1
-5.08185,-1.84854,1
5.1336,-0.60273,1
-5.1336,-0.60273,1
4.83447,-1.97629,1
-4.83447,-1.97629,1
6.26061,0.0854578,1
-6.26061,0.0854578,1
5.74138,-0.418107,1
-5.74138,-0.418107,1
6.2274,-2.39677,0
-6.2274,-2.39677,0
5.7708,1.31147,1
-5.7708,1.31147,1
5.37364,0.385267,1
-5.37364,0.385267,1
4.56736,-2.26081,1
-4.56736,-2.26081,1
5.96006,1.92354,1
-5.96006,1.92354,1
5.09334,2.18062,1
-5.09334,2.18062,1
4.53276,-1.29627,0
-4.53276,-1.29627,0
6.82322,-0.27515,1
-6.82322,-0.27515,1
6.93698,-1.50975,0
-6.93698,-1.50975,0
4.98094,2.31665,1
-4.98094,2.31665,1
6.07216,1.7133,1
-6.07216,1.7133,1
6.30177,1.31633,1
-6.30177,1.31633,1
4.66357,-2.07153,1
-4.66357,-2.07153,1
6.83901,-0.0411533,1
-6.83901,-0.0411533,1
6.92531,-2.04603,0
-6.92531,-2.04603,0
4.43388,-2.01569,0
-4.43388,-2.01569,0
4.56271,1.45458,0
-4.56271,1.45458,0
7.06683,0.0957853,1
-7.06683,0.0957853,1
6.46296,-2.29579,0
-6.46296,-2.29579,0
4.48398,-1.73316,0
-4.48398,-1.73316,0
5.71041,-2.27855,0
-5.71041,-2.27855,0
6.24538,-0.0259131,1
-6.24538,-0.0259131,1
5.25933,0.120755,1
-5.25933,0.120755,1
4.59356,0.362584,0
-4.59356,0.362584,0
6.40169,-0.0597275,1
-6.40169,-0.0597275,1
5.42891,1.61204,1
-5.42891,1.61204,1
4.55361,0.296117,0
-4.55361,0.296117,0
5.85751,0.562357,1
-5.85751,0.562357,1
4.49289,0.893127,0
-4.49289,0.893127,0
4.68567,1.91712,1
-4.68567,1.91712,1
4.74663,1.79567,1
-4.74663,1.79567,1
4.34397,0.506405,0
-4.34397,0.506405,0
4.91277,2.29895,1
-4.91277,2.29895,1
5.29978,-1.54682,1
-5.29978,-1.54682,1
5.83899,0.788205,1
-5.83899,0.788205,1
5.01285,0.788931,1
-5.01285,0.788931,1
4.48912,-0.427776,0
-4.48912,-0.427776,0
4.78961,-2.09054,1
-4.78961,-2.09054,1
6.6195,0.55489,1
-6.6195,0.55489,1
5.57878,1.48643,1
-5.57878,1.48643,1
5.3675,1.32594,1
-5.3675,1.32594,1
5.98879,0.26593,1
-5.98879,0.26593,1
4.7216,-2.48604,0
-4.7216,-2.48604,0
4.40373,2.22172,0
-4.40373,2.22172,0
5.13013,2.27644,1
-5.13013,2.27644,1
5.29246,-1.98551,1
-5.29246,-1.98551,1
6.92651,-0.893946,0
-6.92651,-0.893946,0
4.60448,-1.25376,0
-4.60448,-1.25376,0
6.16986,1.14833,1
-6.16986,1.14833,1
4.59927,-0.11329,0
-4.59927,-0.11329,0
5.11473,-1.60984,1
-5.11473,-1.60984,1
5.76993,-0.106518,1
-5.76993,-0.106518,1
5.87662,2.40772,0
-5.87662,2.40772,0
6.06783,1.61639,1
-6.06783,1.61639,1
4.80292,-0.477613,0
-4.80292,-0.477613,0
5.2836,0.521435,1
-5.2836,0.521435,1
4.47104,-0.766003,0
-4.47104,-0.766003,0
6.89043,1.02257,0
-6.89043,1.02257,0
4.88479,-0.892895,0
-4.88479,-0.892895,0
4.5933,-1.43908,0
-4.5933,-1.43908,0
6.21102,1.27343,1
-6.21102,1.27343,1
6.33404,-0.420185,1
-6.33404,-0.420185,1
6.3804,0.28866,1
-6.3804,0.28866,1
5.42913,1.75265,1
-5.42913,1.75265,1
6.14257,-1.96008,0
-6.14257,-1.96008,0
6.51182,-0.501889,1
-6.51182,-0.501889,1
6.54446,-0.611313,1
-6.54446,-0.611313,1
6.08506,0.189741,1
-6.08506,0.189741,1
5.14849,2.0109,1
-5.14849,2.0109,1
4.71779,0.066478,0
-4.71779,0.066478,0
5.42802,1.70229,1
-5.42802,1.70229,1
5.62004,-1.05055,1
-5.62004,-1.05055,1
4.63554,-1.3427,0
-4.63554,-1.3427,0
6.3922,0.0775084,1
-6.3922,0.0775084,1
5.84873,-0.00417202,1
-5.84873,-0.00417202,1
6.85493,1.77318,0
-6.85493,1.77318,0
5.00907,-2.46055,0
-5.00907,-2.46055,0
4.43861,1.48921,0
-4.43861,1.48921,0
6.33336,-2.21621,0
-6.33336,-2.21621,0
5.71163,0.200096,1
-5.71163,0.200096,1
5.15053,-2.01357,1
-5.15053,-2.01357,1
5.08194,-1.79915,1
-5.08194,-1.79915,1
5.22936,1.89656,1
-5.22936,1.89656,1
6.30696,1.76226,0
-6.30696,1.76226,0
5.81489,0.225418,1
-5.81489,0.225418,1
5.69841,1.5535,1
-5.69841,1.5535,1
6.62762,2.39895,0
-6.62762,2.39895,0
6.18713,1.46479,1
-6.18713,1.46479,1
6.49319,2.06205,0
-6.49319,2.06205,0
5.79526,2.27288,0
-5.79526,2.27288,0
5.4714,1.69488,1
-5.4714,1.69488,1
4.52606,-1.78928,0
-4.52606,-1.78928,0
4.62179,-1.32272,0
-4.62179,-1.32272,0
5.59638,1.21309,1
-5.59638,1.21309,1
6.34712,0.722002,1
-6.34712,0.722002,1
5.43682,1.7726,1
-5.43682,1.7726,1
5.73341,-1.30241,1
-5.73341,-1.30241,1
4.78663,2.47504,0
-4.78663,2.47504,0
4.92237,1.8648,1
-4.92237,1.8648,1
6.84365,1.97435,0
-6.84365,1.97435,0
6.54179,1.20412,1
-6.54179,1.20412,1
6.5598,1.39008,1
-6.5598,1.39008,1
6.57968,1.27118,1
-6.57968,1.27118,1
6.82951,1.90724,0
-6.82951,1.90724,0
6.61339,1.12339,1
-6.61339,1.12339,1
6.95827,-1.89132,0
-6.95827,-1.89132,0
6.34636,1.35535,1
-6.34636,1.35535,1
5.82206,-0.764223,1
-5.82206,-0.764223,1
6.84454,0.898776,1
-6.84454,0.898776,1
4.72308,-1.18134,0
-4.72308,-1.18134,0
5.97618,0.880078,1
-5.97618,0.880078,1
4.51594,1.44082,0
-4.51594,1.44082,0
6.88764,-0.458468,1
-6.88764,-0.458468,1
5.56614,-0.334729,1
-5.56614,-0.334729,1
5.76199,-2.43395,0
-5.76199,-2.43395,0
6.29445,0.827298,1
-6.29445,0.827298,1
5.62457,1.05897,1
-5.62457,1.05897,1
6.55968,-0.853528,1
-6.55968,-0.853528,1
4.86922,-1.21335,1
-4.86922,-1.21335,1
6.52378,1.38505,1
-6.52378,1.38505,1
5.05581,-0.990043,1
-5.05581,-0.990043,1
6.92549,-1.3205,0
-6.92549,-1.3205,0
6.40643,-0.93826,1
-6.40643,-0.93826,1
4.97598,-1.8355,1
-4.97598,-1.8355,1
6.18608,-0.884991,1
-6.18608,-0.884991,1
6.66279,0.0917829,1
-6.66279,0.0917829,1
6.5415,-0.157407,1
-6.5415,-0.157407,1
4.54367,-1.07711,0
-4.54367,-1.07711,0
6.67769,-1.65474,0
-6.67769,-1.65474,0
5.10486,-1.03342,1
-5.10486,-1.03342,1
5.64547,-0.113158,1
-5.64547,-0.113158,1
4.52068,1.87291,0
-4.52068,1.87291,0
6.57769,0.459312,1
-6.57769,0.459312,1
6.01039,1.38546,1
-6.01039,1.38546,1
4.93502,-0.804531,1
-4.93502,-0.804531,1
7.00278,-0.596773,0
-7.00278,-0.596773,0
5.77865,0.0157161,1
-5.77865,0.0157161,1
4.56594,-0.167918,0
-4.56594,-0.167918,0
6.9783,0.734202,0
-6.9783,0.734202,0
4.55931,0.472541,0
-4.55931,0.472541,0
4.36495,1.55038,0
-4.36495,1.55038,0
5.08723,0.990212,1
-5.08723,0.990212,1
5.35079,0.795119,1
